,Attr,Station,Time,Day,Min_mile,Max_mile,Min_day,Max_day,Unit,Track
0,dpt,0,380,0,0,7000,0,2,D,1
1,dpt,14,488,0,0,7000,0,2,D,35
2,dpt,7,689,0,0,7000,0,2,D,22
3,dpt,14,908,0,0,7000,0,2,D,35
4,dpt,15,1122,0,0,7000,0,2,D,37
5,dpt,0,464,0,0,7000,0,2,D,1
6,dpt,16,516,0,0,7000,0,2,D,38
7,dpt,9,617,0,0,7000,0,2,D,27
8,dpt,7,759,0,0,7000,0,2,D,22
9,dpt,14,941,0,0,7000,0,2,D,36
10,dpt,7,1196,0,0,7000,0,2,D,22
11,dpt,20,505,0,0,7000,0,2,D,44
12,dpt,4,892,0,0,7000,0,2,D,16
13,dpt,22,1093,0,0,7000,0,2,D,47
14,dpt,32,1260,0,0,7000,0,2,D,60
15,dpt,0,355,0,0,7000,0,2,G,0
16,dpt,33,411,0,0,7000,0,2,G,61
17,dpt,9,493,0,0,7000,0,2,G,27
18,dpt,5,693,0,0,7000,0,2,G,18
19,dpt,0,831,0,0,7000,0,2,G,0
20,dpt,5,979,0,0,7000,0,2,G,18
21,dpt,13,497,0,0,7000,0,2,G,34
22,dpt,4,650,0,0,7000,0,2,G,16
23,dpt,34,736,0,0,7000,0,2,G,62
24,dpt,17,908,0,0,7000,0,2,G,39
25,dpt,34,1077,0,0,7000,0,2,G,62
26,dpt,0,450,0,0,7000,0,2,G,0
27,dpt,10,715,0,0,7000,0,2,G,29
28,dpt,20,1079,0,0,7000,0,2,G,44
29,dpt,5,466,0,0,7000,0,2,G,18
30,dpt,0,594,0,0,7000,0,2,G,0
31,dpt,2,760,0,0,7000,0,2,G,11
32,dpt,0,870,0,0,7000,0,2,G,0
33,dpt,23,954,0,0,7000,0,2,G,48
34,dpt,0,1023,0,0,7000,0,2,G,0
35,dpt,2,1175,0,0,7000,0,2,G,11
36,dpt,23,1287,0,0,7000,0,2,G,48
37,dpt,0,497,0,0,7000,0,2,D2,1
38,dpt,8,770,0,0,7000,0,2,D2,25
39,dpt,3,1107,0,0,7000,0,2,D2,15
40,dpt,8,588,0,0,7000,0,2,D2,25
41,dpt,0,836,0,0,7000,0,2,D2,3
42,dpt,8,1134,0,0,7000,0,2,D2,25
43,dpt,1,454,0,0,7000,0,2,G,8
44,dpt,0,580,0,0,7000,0,2,G,2
45,dpt,11,1010,0,0,7000,0,2,G,30
46,dpt,35,470,0,0,7000,0,2,G,63
47,dpt,0,517,0,0,7000,0,2,G,4
48,dpt,11,915,0,0,7000,0,2,G,31
49,dpt,0,1324,0,0,7000,0,2,G,5
50,dpt,4,528,0,0,7000,0,2,D2,16
51,dpt,22,754,0,0,7000,0,2,D2,47
52,dpt,6,1053,0,0,7000,0,2,D2,20
53,dpt,20,473,0,0,7000,0,2,D2,44
54,dpt,16,643,0,0,7000,0,2,D2,38
55,dpt,14,762,0,0,7000,0,2,D2,35
56,dpt,0,850,0,0,7000,0,2,D2,1
57,dpt,20,991,0,0,7000,0,2,D2,44
58,dpt,0,394,0,0,7000,0,2,D,0
59,dpt,7,488,0,0,7000,0,2,D,22
60,dpt,9,630,0,0,7000,0,2,D,28
61,dpt,21,771,0,0,7000,0,2,D,45
62,dpt,9,939,0,0,7000,0,2,D,27
63,dpt,16,1060,0,0,7000,0,2,D,38
64,dpt,9,1175,0,0,7000,0,2,D,27
65,dpt,7,442,0,0,7000,0,2,D,22
66,dpt,12,585,0,0,7000,0,2,D,32
67,dpt,16,688,0,0,7000,0,2,D,38
68,dpt,12,783,0,0,7000,0,2,D,32
69,dpt,7,958,0,0,7000,0,2,D,22
70,dpt,0,377,0,0,7000,0,2,D,0
71,dpt,15,517,0,0,7000,0,2,D,37
72,dpt,0,670,0,0,7000,0,2,D,0
73,dpt,15,790,0,0,7000,0,2,D,37
74,dpt,22,919,0,0,7000,0,2,D,47
75,dpt,15,1026,0,0,7000,0,2,D,37
76,dpt,22,1129,0,0,7000,0,2,D,47
77,dpt,7,1231,0,0,7000,0,2,D,23
78,dpt,0,1330,0,0,7000,0,2,D,4
79,dpt,21,430,0,0,7000,0,2,D,45
80,dpt,0,515,0,0,7000,0,2,D,2
81,dpt,7,629,0,0,7000,0,2,D,22
82,dpt,0,740,0,0,7000,0,2,D,2
83,dpt,7,833,0,0,7000,0,2,D,22
84,dpt,0,929,0,0,7000,0,2,D,0
85,dpt,7,1078,0,0,7000,0,2,D,22
86,dpt,0,1195,0,0,7000,0,2,D,3
87,dpt,0,425,0,0,7000,0,2,D,0
88,dpt,32,635,0,0,7000,0,2,D,60
89,dpt,14,897,0,0,7000,0,2,D,36
90,dpt,15,1088,0,0,7000,0,2,D,37
91,dpt,12,1261,0,0,7000,0,2,D,32
92,dpt,1,633,0,0,7000,0,2,D2,6
93,dpt,0,736,0,0,7000,0,2,D2,0
94,dpt,2,860,0,0,7000,0,2,D2,10
95,dpt,0,954,0,0,7000,0,2,D2,1
96,dpt,2,813,0,0,7000,0,2,D2,11
97,dpt,24,1096,0,0,7000,0,2,D2,49
98,dpt,2,1137,0,0,7000,0,2,D2,10
99,dpt,0,1224,0,0,7000,0,2,D2,1
100,dpt,2,1320,0,0,7000,0,2,D2,10
101,dpt,24,425,0,0,7000,0,2,D2,49
102,dpt,2,475,0,0,7000,0,2,D2,10
103,dpt,0,563,0,0,7000,0,2,D2,0
104,dpt,2,686,0,0,7000,0,2,D2,10
105,dpt,0,770,0,0,7000,0,2,D2,0
106,dpt,2,880,0,0,7000,0,2,D2,11
107,dpt,0,976,0,0,7000,0,2,D2,2
108,dpt,2,1072,0,0,7000,0,2,D2,10
109,dpt,0,1171,0,0,7000,0,2,D2,0
110,dpt,10,420,0,0,7000,0,2,G,29
111,dpt,9,674,0,0,7000,0,2,G,27
112,dpt,29,1089,0,0,7000,0,2,G,56
113,dpt,3,449,0,0,7000,0,2,G,13
114,dpt,0,599,0,0,7000,0,2,G,1
115,dpt,1,831,0,0,7000,0,2,G,6
116,dpt,0,1035,0,0,7000,0,2,G,2
117,dpt,41,1200,0,0,7000,0,2,G,69
118,dpt,24,1348,0,0,7000,0,2,G,49
119,dpt,0,576,0,0,7000,0,2,D,3
120,dpt,7,674,0,0,7000,0,2,D,23
121,dpt,12,815,0,0,7000,0,2,D,33
122,dpt,7,976,0,0,7000,0,2,D,24
123,dpt,9,1121,0,0,7000,0,2,D,27
124,dpt,16,1227,0,0,7000,0,2,D,38
125,dpt,12,442,0,0,7000,0,2,D,32
126,dpt,21,550,0,0,7000,0,2,D,45
127,dpt,14,704,0,0,7000,0,2,D,35
128,dpt,21,849,0,0,7000,0,2,D,46
129,dpt,12,1126,0,0,7000,0,2,D,32
130,dpt,1,459,0,0,7000,0,2,D2,9
131,dpt,8,846,0,0,7000,0,2,D2,25
132,dpt,0,1089,0,0,7000,0,2,D2,0
133,dpt,8,505,0,0,7000,0,2,D2,25
134,dpt,0,779,0,0,7000,0,2,D2,1
135,dpt,8,1056,0,0,7000,0,2,D2,25
136,dpt,0,625,0,0,7000,0,2,D,0
137,dpt,7,715,0,0,7000,0,2,D,22
138,dpt,0,805,0,0,7000,0,2,D,0
139,dpt,30,418,0,0,7000,0,2,D,58
140,dpt,9,1032,0,0,7000,0,2,D,27
141,dpt,1,553,0,0,7000,0,2,G2,6
142,dpt,0,641,0,0,7000,0,2,G2,1
143,dpt,2,724,0,0,7000,0,2,G2,10
144,dpt,0,815,0,0,7000,0,2,G2,1
145,dpt,2,946,0,0,7000,0,2,G2,10
146,dpt,0,1029,0,0,7000,0,2,G2,1
147,dpt,35,1082,0,0,7000,0,2,G2,63
148,dpt,0,1141,0,0,7000,0,2,G2,0
149,dpt,2,1229,0,0,7000,0,2,G2,11
150,dpt,0,1316,0,0,7000,0,2,G2,3
151,dpt,11,452,0,0,7000,0,2,G,30
152,dpt,0,822,0,0,7000,0,2,G,2
153,dpt,25,423,0,0,7000,0,2,G,51
154,dpt,0,969,0,0,7000,0,2,G,0
155,dpt,1,383,0,0,7000,0,2,G2,6
156,dpt,23,449,0,0,7000,0,2,G2,48
157,dpt,2,579,0,0,7000,0,2,G2,10
158,dpt,0,678,0,0,7000,0,2,G2,1
159,dpt,2,772,0,0,7000,0,2,G2,10
160,dpt,0,879,0,0,7000,0,2,G2,2
161,dpt,2,986,0,0,7000,0,2,G2,11
162,dpt,0,1103,0,0,7000,0,2,G2,1
163,dpt,2,1222,0,0,7000,0,2,G2,10
164,dpt,0,505,0,0,7000,0,2,G2,3
165,dpt,2,625,0,0,7000,0,2,G2,11
166,dpt,0,720,0,0,7000,0,2,G2,1
167,dpt,2,840,0,0,7000,0,2,G2,12
168,dpt,0,923,0,0,7000,0,2,G2,1
169,dpt,2,1045,0,0,7000,0,2,G2,10
170,dpt,0,1166,0,0,7000,0,2,G2,1
171,dpt,4,564,0,0,7000,0,2,D2,17
172,dpt,17,635,0,0,7000,0,2,D2,39
173,dpt,6,830,0,0,7000,0,2,D2,20
174,dpt,4,964,0,0,7000,0,2,D2,16
175,dpt,6,1101,0,0,7000,0,2,D2,20
176,dpt,1,431,0,0,7000,0,2,D2,7
177,dpt,8,791,0,0,7000,0,2,D2,26
178,dpt,0,1046,0,0,7000,0,2,D2,3
179,dpt,8,425,0,0,7000,0,2,D2,25
180,dpt,0,700,0,0,7000,0,2,D2,0
181,dpt,8,974,0,0,7000,0,2,D2,25
182,dpt,1,556,0,0,7000,0,2,G,7
183,dpt,11,899,0,0,7000,0,2,G,30
184,dpt,0,1305,0,0,7000,0,2,G,1
185,dpt,1,451,0,0,7000,0,2,G,7
186,dpt,11,786,0,0,7000,0,2,G,30
187,dpt,0,1211,0,0,7000,0,2,G,0
188,dpt,1,430,0,0,7000,0,2,G2,6
189,dpt,28,582,0,0,7000,0,2,G2,55
190,dpt,1,679,0,0,7000,0,2,G2,7
191,dpt,21,853,0,0,7000,0,2,G2,45
192,dpt,1,977,0,0,7000,0,2,G2,7
193,dpt,28,1090,0,0,7000,0,2,G2,55
194,dpt,1,1205,0,0,7000,0,2,G2,7
195,dpt,5,1282,0,0,7000,0,2,G2,19
196,dpt,1,1341,0,0,7000,0,2,G2,6
197,dpt,28,417,0,0,7000,0,2,G2,55
198,dpt,1,501,0,0,7000,0,2,G2,7
199,dpt,31,625,0,0,7000,0,2,G2,59
200,dpt,1,749,0,0,7000,0,2,G2,6
201,dpt,5,809,0,0,7000,0,2,G2,18
202,dpt,1,917,0,0,7000,0,2,G2,8
203,dpt,5,979,0,0,7000,0,2,G2,19
204,dpt,1,1060,0,0,7000,0,2,G2,6
205,dpt,31,1182,0,0,7000,0,2,G2,59
206,dpt,1,1310,0,0,7000,0,2,G2,6
207,dpt,5,1372,0,0,7000,0,2,G2,18
208,dpt,3,485,0,0,7000,0,2,G,13
209,dpt,36,833,0,0,7000,0,2,G,64
210,dpt,3,1162,0,0,7000,0,2,G,13
211,dpt,10,556,0,0,7000,0,2,G,29
212,dpt,3,677,0,0,7000,0,2,G,14
213,dpt,36,1015,0,0,7000,0,2,G,64
214,dpt,4,599,0,0,7000,0,2,D2,16
215,dpt,18,999,0,0,7000,0,2,D2,41
216,dpt,37,459,0,0,7000,0,2,D2,65
217,dpt,18,855,0,0,7000,0,2,D2,40
218,dpt,1,446,0,0,7000,0,2,D2,6
219,dpt,24,504,0,0,7000,0,2,D2,49
220,dpt,18,1052,0,0,7000,0,2,D2,40
221,dpt,42,471,0,0,7000,0,2,D,70
222,dpt,3,1081,0,0,7000,0,2,D,13
223,dpt,43,1175,0,0,7000,0,2,D,71
224,dpt,44,501,0,0,7000,0,2,D,72
225,dpt,3,560,0,0,7000,0,2,D,13
226,dpt,1,392,0,0,7000,0,2,G2,7
227,dpt,33,532,0,0,7000,0,2,G2,61
228,dpt,45,713,0,0,7000,0,2,G2,73
229,dpt,7,985,0,0,7000,0,2,G2,23
230,dpt,2,1274,0,0,7000,0,2,G2,12
231,dpt,35,440,0,0,7000,0,2,G2,63
232,dpt,12,513,0,0,7000,0,2,G2,32
233,dpt,1,701,0,0,7000,0,2,G2,6
234,dpt,46,820,0,0,7000,0,2,G2,74
235,dpt,1,882,0,0,7000,0,2,G2,6
236,dpt,14,1063,0,0,7000,0,2,G2,35
237,dpt,0,529,0,0,7000,0,2,D,0
238,dpt,1,709,0,0,7000,0,2,D,7
239,dpt,5,776,0,0,7000,0,2,D,18
240,dpt,1,875,0,0,7000,0,2,D,7
241,dpt,31,1030,0,0,7000,0,2,D,59
242,dpt,1,1185,0,0,7000,0,2,D,6
243,dpt,4,554,0,0,7000,0,2,G,16
244,dpt,23,779,0,0,7000,0,2,G,48
245,dpt,29,1155,0,0,7000,0,2,G,57
246,dpt,1,474,0,0,7000,0,2,G,6
247,dpt,6,754,0,0,7000,0,2,G,21
248,dpt,29,981,0,0,7000,0,2,G,56
249,dpt,6,1188,0,0,7000,0,2,G,20
250,dpt,4,615,0,0,7000,0,2,D2,16
251,dpt,6,728,0,0,7000,0,2,D2,20
252,dpt,4,839,0,0,7000,0,2,D2,16
253,dpt,6,961,0,0,7000,0,2,D2,20
254,dpt,17,1163,0,0,7000,0,2,D2,39
255,dpt,4,1262,0,0,7000,0,2,D2,17
256,dpt,37,504,0,0,7000,0,2,D2,65
257,dpt,6,695,0,0,7000,0,2,D2,20
258,dpt,1,969,0,0,7000,0,2,D2,6
259,dpt,6,1217,0,0,7000,0,2,D2,20
260,dpt,1,401,0,0,7000,0,2,G,6
261,dpt,25,960,0,0,7000,0,2,G,51
262,dpt,3,533,0,0,7000,0,2,D2,13
263,dpt,10,651,0,0,7000,0,2,D2,29
264,dpt,3,749,0,0,7000,0,2,D2,14
265,dpt,10,864,0,0,7000,0,2,D2,29
266,dpt,3,990,0,0,7000,0,2,D2,13
267,dpt,10,1094,0,0,7000,0,2,D2,29
268,dpt,3,1237,0,0,7000,0,2,D2,13
269,dpt,3,428,0,0,7000,0,2,D2,13
270,dpt,10,531,0,0,7000,0,2,D2,29
271,dpt,3,664,0,0,7000,0,2,D2,13
272,dpt,10,773,0,0,7000,0,2,D2,29
273,dpt,3,884,0,0,7000,0,2,D2,13
274,dpt,10,986,0,0,7000,0,2,D2,29
275,dpt,3,1082,0,0,7000,0,2,D2,14
276,dpt,10,1197,0,0,7000,0,2,D2,29
277,dpt,3,390,0,0,7000,0,2,G2,13
278,dpt,19,564,0,0,7000,0,2,G2,42
279,dpt,3,732,0,0,7000,0,2,G2,13
280,dpt,47,852,0,0,7000,0,2,G2,75
281,dpt,3,982,0,0,7000,0,2,G2,14
282,dpt,19,1135,0,0,7000,0,2,G2,43
283,dpt,3,1281,0,0,7000,0,2,G2,13
284,dpt,19,462,0,0,7000,0,2,G2,42
285,dpt,3,618,0,0,7000,0,2,G2,13
286,dpt,19,763,0,0,7000,0,2,G2,42
287,dpt,3,912,0,0,7000,0,2,G2,13
288,dpt,19,1154,0,0,7000,0,2,G2,42
289,dpt,13,520,0,0,7000,0,2,G2,34
290,dpt,4,741,0,0,7000,0,2,G2,16
291,dpt,13,945,0,0,7000,0,2,G2,34
292,dpt,9,415,0,0,7000,0,2,G2,27
293,dpt,13,894,0,0,7000,0,2,G2,34
294,dpt,4,1125,0,0,7000,0,2,G2,16
295,dpt,0,568,0,0,7000,0,2,G2,1
296,dpt,38,1081,0,0,7000,0,2,G2,66
297,dpt,13,1166,0,0,7000,0,2,G2,34
298,dpt,4,532,0,0,7000,0,2,G2,17
299,dpt,13,713,0,0,7000,0,2,G2,34
300,dpt,38,810,0,0,7000,0,2,G2,66
301,dpt,0,550,0,0,7000,0,2,D2,1
302,dpt,8,865,0,0,7000,0,2,D2,26
303,dpt,5,519,0,0,7000,0,2,G2,18
304,dpt,8,890,0,0,7000,0,2,G2,25
305,dpt,5,409,0,0,7000,0,2,G2,18
306,dpt,4,758,0,0,7000,0,2,G2,17
307,dpt,5,1179,0,0,7000,0,2,G2,18
308,dpt,0,496,0,0,7000,0,2,G2,0
309,dpt,18,981,0,0,7000,0,2,G2,40
310,dpt,4,488,0,0,7000,0,2,G2,16
311,dpt,18,750,0,0,7000,0,2,G2,40
312,dpt,0,1820,1,0,7000,0,2,D,1
313,dpt,14,1928,1,0,7000,0,2,D,35
314,dpt,7,2129,1,0,7000,0,2,D,22
315,dpt,14,2348,1,0,7000,0,2,D,35
316,dpt,15,2562,1,0,7000,0,2,D,37
317,dpt,0,1904,1,0,7000,0,2,D,1
318,dpt,16,1956,1,0,7000,0,2,D,38
319,dpt,9,2057,1,0,7000,0,2,D,27
320,dpt,7,2199,1,0,7000,0,2,D,22
321,dpt,14,2381,1,0,7000,0,2,D,36
322,dpt,7,2636,1,0,7000,0,2,D,22
323,dpt,20,1945,1,0,7000,0,2,D,44
324,dpt,4,2332,1,0,7000,0,2,D,16
325,dpt,22,2533,1,0,7000,0,2,D,47
326,dpt,32,2700,1,0,7000,0,2,D,60
327,dpt,0,1795,1,0,7000,0,2,G,0
328,dpt,33,1851,1,0,7000,0,2,G,61
329,dpt,9,1933,1,0,7000,0,2,G,27
330,dpt,5,2133,1,0,7000,0,2,G,18
331,dpt,0,2271,1,0,7000,0,2,G,0
332,dpt,5,2419,1,0,7000,0,2,G,18
333,dpt,13,1937,1,0,7000,0,2,G,34
334,dpt,4,2090,1,0,7000,0,2,G,16
335,dpt,34,2176,1,0,7000,0,2,G,62
336,dpt,17,2348,1,0,7000,0,2,G,39
337,dpt,34,2517,1,0,7000,0,2,G,62
338,dpt,0,1890,1,0,7000,0,2,G,0
339,dpt,10,2155,1,0,7000,0,2,G,29
340,dpt,20,2519,1,0,7000,0,2,G,44
341,dpt,5,1906,1,0,7000,0,2,G,18
342,dpt,0,2034,1,0,7000,0,2,G,0
343,dpt,2,2200,1,0,7000,0,2,G,11
344,dpt,0,2310,1,0,7000,0,2,G,0
345,dpt,23,2394,1,0,7000,0,2,G,48
346,dpt,0,2463,1,0,7000,0,2,G,0
347,dpt,2,2615,1,0,7000,0,2,G,11
348,dpt,23,2727,1,0,7000,0,2,G,48
349,dpt,0,1937,1,0,7000,0,2,D2,1
350,dpt,8,2210,1,0,7000,0,2,D2,25
351,dpt,3,2547,1,0,7000,0,2,D2,15
352,dpt,8,2028,1,0,7000,0,2,D2,25
353,dpt,0,2276,1,0,7000,0,2,D2,3
354,dpt,8,2574,1,0,7000,0,2,D2,25
355,dpt,1,1894,1,0,7000,0,2,G,8
356,dpt,0,2020,1,0,7000,0,2,G,2
357,dpt,11,2450,1,0,7000,0,2,G,30
358,dpt,35,1910,1,0,7000,0,2,G,63
359,dpt,0,1957,1,0,7000,0,2,G,4
360,dpt,11,2355,1,0,7000,0,2,G,31
361,dpt,0,2764,1,0,7000,0,2,G,5
362,dpt,4,1968,1,0,7000,0,2,D2,16
363,dpt,22,2194,1,0,7000,0,2,D2,47
364,dpt,6,2493,1,0,7000,0,2,D2,20
365,dpt,20,1913,1,0,7000,0,2,D2,44
366,dpt,16,2083,1,0,7000,0,2,D2,38
367,dpt,14,2202,1,0,7000,0,2,D2,35
368,dpt,0,2290,1,0,7000,0,2,D2,1
369,dpt,20,2431,1,0,7000,0,2,D2,44
370,dpt,0,1834,1,0,7000,0,2,D,0
371,dpt,7,1928,1,0,7000,0,2,D,22
372,dpt,9,2070,1,0,7000,0,2,D,28
373,dpt,21,2211,1,0,7000,0,2,D,45
374,dpt,9,2379,1,0,7000,0,2,D,27
375,dpt,16,2500,1,0,7000,0,2,D,38
376,dpt,9,2615,1,0,7000,0,2,D,27
377,dpt,7,1882,1,0,7000,0,2,D,22
378,dpt,12,2025,1,0,7000,0,2,D,32
379,dpt,16,2128,1,0,7000,0,2,D,38
380,dpt,12,2223,1,0,7000,0,2,D,32
381,dpt,7,2398,1,0,7000,0,2,D,22
382,dpt,0,1817,1,0,7000,0,2,D,0
383,dpt,15,1957,1,0,7000,0,2,D,37
384,dpt,0,2110,1,0,7000,0,2,D,0
385,dpt,15,2230,1,0,7000,0,2,D,37
386,dpt,22,2359,1,0,7000,0,2,D,47
387,dpt,15,2466,1,0,7000,0,2,D,37
388,dpt,22,2569,1,0,7000,0,2,D,47
389,dpt,7,2671,1,0,7000,0,2,D,23
390,dpt,0,2770,1,0,7000,0,2,D,4
391,dpt,21,1870,1,0,7000,0,2,D,45
392,dpt,0,1955,1,0,7000,0,2,D,2
393,dpt,7,2069,1,0,7000,0,2,D,22
394,dpt,0,2180,1,0,7000,0,2,D,2
395,dpt,7,2273,1,0,7000,0,2,D,22
396,dpt,0,2369,1,0,7000,0,2,D,0
397,dpt,7,2518,1,0,7000,0,2,D,22
398,dpt,0,2635,1,0,7000,0,2,D,3
399,dpt,0,1865,1,0,7000,0,2,D,0
400,dpt,32,2075,1,0,7000,0,2,D,60
401,dpt,14,2337,1,0,7000,0,2,D,36
402,dpt,15,2528,1,0,7000,0,2,D,37
403,dpt,12,2701,1,0,7000,0,2,D,32
404,dpt,1,2073,1,0,7000,0,2,D2,6
405,dpt,0,2176,1,0,7000,0,2,D2,0
406,dpt,2,2300,1,0,7000,0,2,D2,10
407,dpt,0,2394,1,0,7000,0,2,D2,1
408,dpt,2,2253,1,0,7000,0,2,D2,11
409,dpt,24,2536,1,0,7000,0,2,D2,49
410,dpt,2,2577,1,0,7000,0,2,D2,10
411,dpt,0,2664,1,0,7000,0,2,D2,1
412,dpt,2,2760,1,0,7000,0,2,D2,10
413,dpt,24,1865,1,0,7000,0,2,D2,49
414,dpt,2,1915,1,0,7000,0,2,D2,10
415,dpt,0,2003,1,0,7000,0,2,D2,0
416,dpt,2,2126,1,0,7000,0,2,D2,10
417,dpt,0,2210,1,0,7000,0,2,D2,0
418,dpt,2,2320,1,0,7000,0,2,D2,11
419,dpt,0,2416,1,0,7000,0,2,D2,2
420,dpt,2,2512,1,0,7000,0,2,D2,10
421,dpt,0,2611,1,0,7000,0,2,D2,0
422,dpt,10,1860,1,0,7000,0,2,G,29
423,dpt,9,2114,1,0,7000,0,2,G,27
424,dpt,29,2529,1,0,7000,0,2,G,56
425,dpt,3,1889,1,0,7000,0,2,G,13
426,dpt,0,2039,1,0,7000,0,2,G,1
427,dpt,1,2271,1,0,7000,0,2,G,6
428,dpt,0,2475,1,0,7000,0,2,G,2
429,dpt,41,2640,1,0,7000,0,2,G,69
430,dpt,24,2788,1,0,7000,0,2,G,49
431,dpt,0,2016,1,0,7000,0,2,D,3
432,dpt,7,2114,1,0,7000,0,2,D,23
433,dpt,12,2255,1,0,7000,0,2,D,33
434,dpt,7,2416,1,0,7000,0,2,D,24
435,dpt,9,2561,1,0,7000,0,2,D,27
436,dpt,16,2667,1,0,7000,0,2,D,38
437,dpt,12,1882,1,0,7000,0,2,D,32
438,dpt,21,1990,1,0,7000,0,2,D,45
439,dpt,14,2144,1,0,7000,0,2,D,35
440,dpt,21,2289,1,0,7000,0,2,D,46
441,dpt,12,2566,1,0,7000,0,2,D,32
442,dpt,1,1899,1,0,7000,0,2,D2,9
443,dpt,8,2286,1,0,7000,0,2,D2,25
444,dpt,0,2529,1,0,7000,0,2,D2,0
445,dpt,8,1945,1,0,7000,0,2,D2,25
446,dpt,0,2219,1,0,7000,0,2,D2,1
447,dpt,8,2496,1,0,7000,0,2,D2,25
448,dpt,0,2065,1,0,7000,0,2,D,0
449,dpt,7,2155,1,0,7000,0,2,D,22
450,dpt,0,2245,1,0,7000,0,2,D,0
451,dpt,30,1858,1,0,7000,0,2,D,58
452,dpt,9,2472,1,0,7000,0,2,D,27
453,dpt,1,1993,1,0,7000,0,2,G2,6
454,dpt,0,2081,1,0,7000,0,2,G2,1
